0.312243,0.58034,0,0,0,0.287757,0.0196602,5.19994,0.287757
0.727789,0.621959,7.38531,1.04957e-16,1.42116e-17,0.223923,0.0208175,3.98849,0.223923
1.16067,0.494444,7.33096,-0.926424,-0.125705,0.184335,0.0633937,3.48135,0.184335
1.25463,0.534355,7.31774,0.835427,0.113673,0.171496,0.064126,3.19565,0.171496
1.61893,0.594819,7.29402,1.14603,0.155844,0.153677,0.0574303,3.008,0.153677
1.85261,0.566872,5.81658,0.254091,0.0436562,0.141606,0.0544034,2.75751,0.141606
2.15719,0.59864,5.81795,0.333522,0.0572636,0.131105,0.0504098,2.56374,0.131105
2.37199,0.647622,5.28089,0.515863,0.0973759,0.123784,0.0493671,2.39834,0.123784
2.63899,0.670554,5.29356,0.481396,0.0906906,0.117477,0.0508448,2.26142,0.117477
2.90741,0.663078,5.33299,0.234036,0.0438564,0.111896,0.0507898,2.14583,0.111896
3.13712,0.664201,5.27908,0.166156,0.0314641,0.108292,0.0504515,2.04614,0.108292
3.42798,0.555748,5.35537,-0.727477,-0.135014,0.104049,0.0520252,1.95961,0.104049
3.73473,0.440025,5.33019,-1.47411,-0.269816,0.100078,0.0724518,1.88315,0.100078
4.01342,0.521153,5.51436,-0.737142,-0.132889,0.0969257,0.07634,1.81678,0.0969257
4.28876,0.515518,5.48442,-0.677079,-0.122833,0.0946128,0.0810232,1.75691,0.0946128
4.5445,0.564563,5.27537,-0.34375,-0.0650693,0.0924266,0.0816779,1.70129,0.0924266
4.71525,0.685825,4.98028,0.256227,0.051403,0.0901677,0.0793717,1.65117,0.0901677
4.96996,0.678619,4.91535,0.179136,0.0364281,0.0882169,0.077136,1.6058,0.0882169
5.26984,0.667724,5.03935,0.0901526,0.0178878,0.0858651,0.0753246,1.56325,0.0858651
5.52995,0.672634,5.33293,0.0959457,0.0179892,0.083691,0.0738987,1.52414,0.083691
5.8349,0.683964,5.41762,0.107198,0.0197843,0.0823051,0.0727572,1.48847,0.0823051
6.07613,0.608461,5.06155,-0.19147,-0.0378103,0.080666,0.0770296,1.45438,0.080666
6.32512,0.722149,5.04035,0.204469,0.0405442,0.0790181,0.07597,1.42259,0.0790181
6.57599,0.754182,5.02441,0.281579,0.0559836,0.077414,0.0747811,1.39284,0.077414
6.81968,0.750187,5.01177,0.234639,0.0467833,0.0758506,0.0745145,1.36492,0.0758506
7.06306,0.733295,4.7777,0.142691,0.0298571,0.0744126,0.0763135,1.34017,0.0744126
7.26953,0.817383,4.69707,0.371476,0.0789224,0.0739706,0.075714,1.31761,0.0739706
7.57039,0.828928,5.28277,0.397948,0.0751874,0.072703,0.075816,1.29429,0.072703
7.83099,0.804655,5.27935,0.271587,0.051398,0.0714677,0.0787353,1.27221,0.0714677
8.08016,0.822246,4.91853,0.269645,0.0547674,0.0703322,0.0825176,1.25122,0.0703322
8.31198,0.838705,4.88803,0.285303,0.0583015,0.0695435,0.0873392,1.23134,0.0695435
8.58413,0.933259,5.36244,0.575229,0.106861,0.0685451,0.0888403,1.21309,0.0685451
8.83159,0.995368,5.30684,0.705549,0.132176,0.067652,0.0895314,1.19539,0.067652
9.12492,1.03816,5.27024,0.749286,0.141226,0.0666981,0.0903428,1.17835,0.0666981
9.36537,1.06917,5.21683,0.762516,0.145137,0.0657412,0.0918392,1.16186,0.0657412
9.64669,1.15121,5.26119,0.930833,0.175112,0.0650709,0.0921996,1.14639,0.0650709
9.92724,1.28786,5.26876,1.24948,0.232848,0.0650608,0.0910259,1.13173,0.0650608
10.173,1.38656,4.8571,1.33693,0.268602,0.0649652,0.0898598,1.11689,0.0649652
10.3858,1.46076,4.77302,1.41625,0.288444,0.0642624,0.0888189,1.10285,0.0642624
10.6171,1.54526,4.52292,1.46026,0.312292,0.0634742,0.0880302,1.09088,0.0634742
10.8271,1.5607,4.47599,1.36336,0.295667,0.0628251,0.0869532,1.0796,0.0628251
11.0979,1.6166,4.86442,1.46452,0.292436,0.0620727,0.0859695,1.06668,0.0620727
11.3851,1.65566,4.9523,1.4139,0.278105,0.0617042,0.0853941,1.05429,0.0617042
11.6146,1.70984,4.78222,1.37795,0.280541,0.061173,0.0852771,1.04227,0.061173
11.8408,1.76911,4.74428,1.39026,0.285059,0.0605345,0.085693,1.03067,0.0605345
12.0988,1.86811,5.00308,1.58017,0.305925,0.0600824,0.0857501,1.01995,0.0600824
12.3488,1.88525,5.00031,1.43601,0.279658,0.0598167,0.0879682,1.00973,0.0598167
12.6055,1.94651,5.11397,1.46234,0.278519,0.0599533,0.0912757,1.00084,0.0599533
12.8074,2.09128,4.97214,1.71165,0.331542,0.0595263,0.0925574,0.991458,0.0595263
13.0752,2.21393,5.14461,1.92032,0.357252,0.0597024,0.0931201,0.984058,0.0597024
13.2841,2.35954,5.00246,2.12248,0.401267,0.059454,0.0927917,0.975951,0.059454
13.4543,2.51212,4.38497,2.15201,0.456236,0.058911,0.0919792,0.966846,0.058911
13.7008,2.61596,4.41266,2.21556,0.465319,0.0583571,0.091231,0.957804,0.0583571
13.9203,2.73037,4.42723,2.31422,0.481662,0.0578143,0.0905001,0.948923,0.0578143
14.1484,2.88214,4.39847,2.48678,0.51457,0.0572896,0.0896736,0.940271,0.0572896
14.399,3.00602,4.67425,2.67665,0.520057,0.0569611,0.0888703,0.932613,0.0569611
14.6113,3.05549,4.60842,2.487,0.494874,0.0565838,0.0886097,0.925075,0.0565838
14.8401,3.22881,4.65045,2.73597,0.531789,0.0563546,0.0879193,0.918284,0.0563546
15.0555,3.42612,4.55233,2.98388,0.580206,0.056158,0.0873025,0.911391,0.056158
15.2632,3.60291,4.23039,3.01569,0.619307,0.0559312,0.0871448,0.903786,0.0559312
15.4776,3.78288,4.17257,3.17908,0.651073,0.0557956,0.0877198,0.896367,0.0557956
15.6878,3.91649,4.13879,3.18825,0.656389,0.0557408,0.0880628,0.889156,0.0557408
15.9124,4.04147,4.13055,3.15907,0.652909,0.0560957,0.0880042,0.882211,0.0560957
16.1096,4.19435,3.88183,3.09246,0.672695,0.0564053,0.0879702,0.875325,0.0564053
16.3013,4.38715,3.81586,3.26776,0.708177,0.0566285,0.0886251,0.868598,0.0566285
16.513,4.55421,3.91091,3.42585,0.719381,0.0572521,0.0894345,0.862083,0.0572521
16.6904,4.71182,3.8188,3.44919,0.734588,0.0576055,0.0901087,0.85568,0.0576055
16.848,4.88072,3.36502,3.2485,0.767781,0.0574966,0.090816,0.85016,0.0574966
16.9997,5.11269,3.24944,3.50617,0.823382,0.0571278,0.093069,0.844996,0.0571278
17.1752,5.26652,3.28773,3.57824,0.827684,0.056756,0.0946724,0.83939,0.056756
17.3286,5.44553,3.19575,3.64016,0.850318,0.0563563,0.0962597,0.83396,0.0563563
17.4908,5.5924,3.1308,3.58776,0.853309,0.0559788,0.0970248,0.828586,0.0559788
17.6814,5.70401,3.15229,3.4472,0.830055,0.0556165,0.0966953,0.823019,0.0556165
17.8334,5.88011,3.01076,3.43553,0.851196,0.0552412,0.0962753,0.817709,0.0552412
18.0008,6.08906,2.98151,3.59298,0.878137,0.0548941,0.096037,0.812364,0.0548941
18.155,6.29365,2.98395,3.77559,0.901981,0.054558,0.0959265,0.807009,0.054558
18.2716,6.5604,2.81155,4.05457,0.964495,0.0542379,0.0969683,0.801855,0.0542379
18.4054,6.7722,2.6744,4.09717,0.992496,0.0539782,0.0982237,0.796895,0.0539782
18.555,6.89036,2.6612,3.88798,0.970571,0.0536696,0.0980564,0.79188,0.0536696
18.7052,7.10261,2.74654,4.12889,0.98381,0.0533332,0.0979626,0.787008,0.0533332
18.9115,7.23296,2.85328,3.93925,0.943934,0.0536649,0.0973648,0.782914,0.0536649
19.0072,7.40869,2.50478,3.68259,0.973505,0.0535867,0.096806,0.778161,0.0535867
19.0829,7.71269,2.30352,4.06053,1.05477,0.053264,0.0964899,0.773467,0.053264
19.2078,7.9139,2.31723,4.18823,1.06544,0.0529677,0.0960684,0.768909,0.0529677
19.2819,8.14294,2.14358,4.28554,1.107,0.0527038,0.0957205,0.764376,0.0527038
19.3801,8.35522,2.11964,4.42944,1.12447,0.0524723,0.0953165,0.760004,0.0524723
19.4806,8.48308,2.07008,4.18232,1.11119,0.0522314,0.0948943,0.755833,0.0522314
19.5783,8.67675,1.94882,4.10034,1.12712,0.0519707,0.094721,0.751713,0.0519707
19.741,8.85342,2.0244,4.04682,1.10695,0.0520363,0.0951837,0.748377,0.0520363
19.823,9.05872,1.84628,3.95944,1.13447,0.0521121,0.0960391,0.744805,0.0521121
19.9441,9.31196,1.82296,4.15023,1.15692,0.0529656,0.0965172,0.741749,0.0529656
20.0007,9.51027,1.57041,3.94968,1.19236,0.0535322,0.09757,0.738136,0.0535322
20.0735,9.77744,1.4547,4.18127,1.23599,0.0542588,0.0980531,0.734595,0.0542588
